"filename", "language", "Python", "HTML", "comment", "blank", "total"
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\plan_normalizer.py", "Python", 21, 0, 1, 2, 24
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\planner_service.py", "Python", 153, 0, 3, 13, 169
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\planning_context_service.py", "Python", 69, 0, 5, 9, 83
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\planning_models.py", "Python", 13, 0, 0, 0, 13
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\prompt_assembly_service.py", "Python", 39, 0, 6, 3, 48
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\query_understanding.py", "Python", 142, 0, 28, 20, 190
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\schema_retrieval_service.py", "Python", 9, 0, 0, 1, 10
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\semantic_embedding_indexer.py", "Python", 253, 0, 6, 37, 296
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\semantic_planning.py", "Python", 598, 0, 0, 97, 695
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\semantic_resolution_service.py", "Python", 29, 0, 0, 0, 29
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\sql_compiler.py", "Python", -5, 0, 0, -2, -7
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\trace_serializer.py", "Python", 319, 0, 51, 75, 445
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\services\validation_repair_service.py", "Python", 298, 0, 22, 45, 365
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\static\pipeline_view.html", "HTML", 0, 775, 2, 96, 873
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_config_sprint3.py", "Python", 9, 0, 0, 0, 9
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_document_retrieval_service.py", "Python", 67, 0, 0, 6, 73
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_execution_risk.py", "Python", 144, 0, 0, 32, 176
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_filter_column_resolution.py", "Python", 282, 0, 71, 81, 434
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_index_build_scripts.py", "Python", 15, 0, 0, 9, 24
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_narrator_leakage.py", "Python", 20, 0, 0, 8, 28
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_narrator_service.py", "Python", 61, 0, 0, 17, 78
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_oracle_executor.py", "Python", 88, 0, 0, 27, 115
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_orchestrator_execution_guard.py", "Python", 115, 0, 0, 20, 135
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_orchestrator_smoke.py", "Python", 68, 0, 0, 16, 84
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_pipeline_live_view.py", "Python", 479, 0, 77, 138, 694
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_plan_normalizer.py", "Python", 28, 0, 0, 3, 31
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_planner_service.py", "Python", 106, 0, -4, 24, 126
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_planning_stages.py", "Python", 112, 0, 0, 10, 122
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_prompt_budget.py", "Python", 44, 0, 0, 4, 48
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_query_understanding.py", "Python", 127, 0, 31, 27, 185
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_retrieval_artifact_separation.py", "Python", 112, 0, 0, 34, 146
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_retrieval_upgrade.py", "Python", 289, 0, 64, 84, 437
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_schema_retrieval.py", "Python", 97, 0, 0, 11, 108
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_select_columns_defaults.py", "Python", 31, 0, 0, 3, 34
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_semantic_planning.py", "Python", 260, 0, 0, 39, 299
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_semantic_registry.py", "Python", 5, 0, 0, 2, 7
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_sprint_c.py", "Python", 40, 0, 0, 7, 47
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_sql_compiler.py", "Python", 69, 0, 0, 18, 87
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_structured_output_firewall.py", "Python", 107, 0, 0, 35, 142
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_validation_repair_service.py", "Python", 156, 0, 0, 28, 184
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\tests\test_validation_service.py", "Python", -1, 0, 1, 0, 0
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\utils\date_literals.py", "Python", 132, 0, 1, 30, 163
"c:\Users\furkan.kiraz\Desktop\nl2sql\app\utils\turkish.py", "Python", 11, 0, 11, 2, 24
"Total", "-", 7478, 775, 844, 1503, 10600
